@RELATION socialList
@ATTRIBUTE char_length numeric
@ATTRIBUTE number_of_words numeric
@ATTRIBUTE presence_of_days {0,1}
@ATTRIBUTE presence_of_numbers {0,1}
@ATTRIBUTE presence_of_noun {0,1}
@ATTRIBUTE presence_of_adjective {0,1}
@ATTRIBUTE presence_of_verbs {0,1}
@ATTRIBUTE presence_of_adverb {0,1}
@ATTRIBUTE presence_of_pronouns {0,1}
@ATTRIBUTE pos_tag_entropy real
@ATTRIBUTE ratio_of_non_english_to_english_words real
@ATTRIBUTE search_results_titles {0,1}
@ATTRIBUTE class {0,1}
@DATA
Thelittlejoysoflife, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 , 1
Thelittlethings”, 17, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 1
Themasterofwisdom, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 1
Themasteryoflove, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 1
Themomentyoursarcasmsucks, 29, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 1
ThemostbeautifulPrince, 25, 1, 0, 0, 1, 1, 0, 1, 0, 2.0, 2 , 1
getusedtoseeingthis, 23, 1, 0, 0, 0, 0, 1, 0, 1, 2.32192809489, 2 , 1
getyourdreamstogether, 24, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 1
getyoureyescheckedppl, 25, 1, 0, 0, 1, 0, 1, 0, 0, 2.32192809489, 2 , 1
Thepoliticsofenvy, 20, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 1
Thepowerofprayer., 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 1
giftshopineverynationalpark, 32, 1, 0, 0, 1, 0, 0, 0, 0, 1.79248125036, 2 , 1
giftthatlastsforever, 24, 1, 0, 0, 1, 0, 1, 1, 0, 2.32192809489, 2 , 1
gifttosaybye, 15, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 1
gilletteSoccerSaturday, 24, 1, 1, 0, 1, 0, 0, 0, 0, -0.0, 1 , 1
Theromanticrepertoire, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 1
TheseRappersGarbageSnoop, 27, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 1
ThesherrifofBaghdad, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 1
womenyoushouldhaveheardof, 30, 1, 0, 0, 1, 0, 1, 0, 1, 2.58496250072, 2 , 1
badnicknamesforyourgirlfriend, 33, 1, 0, 0, 1, 1, 0, 0, 0, 2.32192809489, 2 , 1
boysandtheirtoys, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 1
everydaylifeinafghanistan, 28, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 1
proudtobeanindian, 21, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 1 , 1
mispelled80sbandnames, 24, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 0 , 1
makeafilmillegal, 19, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 2 , 1
liveabarrylife, 17, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 , 1
celebrationofmaths, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 1 , 1
nationalsquirrelappreciationday, 34, 1, 0, 0, 1, 1, 0, 0, 0, 0.811278124459, 2 , 1
philippineindependenceday, 27, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 1
scarecrowmusic2015, 20, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 1 , 1
royalwedding2015, 18, 1, 0, 1, 1, 1, 0, 0, 0, 0.918295834054, 2 , 1
skillsforthefuture, 21, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 1
bestmomentsof2014, 20, 1, 0, 1, 1, 1, 0, 0, 0, 2.0, 2 , 1
famouspeopleproblems, 22, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 2 , 1
grooveawards2015, 18, 1, 0, 1, 1, 0, 0, 0, 0, 1.58496250072, 2 , 1
shopsmartwithflipkartcontest, 33, 1, 0, 0, 1, 1, 0, 0, 0, 1.25162916739, 1 , 1
8thwonderoftheworld, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 , 1
50reasonswhywelovelittlemix, 33, 1, 0, 1, 1, 1, 1, 1, 1, 2.80735492206, 2 , 1
celebratethelove, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 1
everythingisbiggerintexas, 29, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 1
howtoaskagirltohomecoming, 31, 1, 0, 0, 1, 0, 1, 1, 0, 2.52164063634, 2 , 1
makeupproblems, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 1
mtvmovieawards2015, 21, 1, 0, 1, 1, 0, 0, 0, 0, 2.0, 1 , 1
nationalmarquetteday, 22, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 2 , 1
nationalchocolatecaramelday, 30, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 1
nigerialocalcontent, 21, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 1 , 1
nationalchamps2015, 20, 1, 0, 1, 1, 1, 0, 0, 0, 1.58496250072, 2 , 1
questionsforhillary, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 1 , 1
projectbasedlearning, 22, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 , 1
railwaybudget2015, 19, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 2 , 1
thedanceicon2015, 18, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 1
whatislamteachesus, 21, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 1
whitefemalesupremacy, 22, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 2 , 1
whatislyfe, 12, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 1 , 1
thewendywilliamsshow, 23, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
thewestamptherest, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.52192809489, 0 , 0
thewestcoastisthebestcoastnsalcido, 42, 1, 0, 0, 1, 1, 1, 1, 0, 1.6577427265, 1 , 0
genomicsnerleellisnphd, 27, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 1 , 0
genoneans, 11, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
thewestimpossingonafricaagain, 34, 1, 0, 0, 1, 0, 0, 1, 0, 2.25162916739, 1 , 0
thewestisfreos, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
genovahatesyou, 16, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 1 , 0
genoviaordie, 15, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 , 0
genowontmakeit, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
thewestisoursnotfreos, 27, 1, 0, 0, 1, 0, 1, 1, 1, 2.52164063634, 2 , 0
thewestisthecoast, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 , 0
gensfanseverywhere, 20, 1, 0, 0, 1, 0, 0, 1, 0, 0.918295834054, 1 , 0
thewestchesters, 17, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
thewesterndiffernce, 21, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 0
gensqueezeharperantiwomen, 29, 1, 0, 0, 1, 0, 0, 0, 0, 1.37095059445, 1 , 0
thewesterndistrictway, 24, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
gentbenparidafentcosesbenparides, 34, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 , 0
gentecabreada, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 0 , 0
gentecheseguitevoi, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 0 , 0
gentemuybuenamuybuenagente, 31, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
gentileisreverendal, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 0 , 0
gentilesaresavedtoo, 22, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 1 , 0
gentilestruggleisreal, 24, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 , 0
gentinggivesyoumore, 22, 1, 0, 0, 1, 1, 1, 0, 1, 2.0, 1 , 0
thewestinstfrancis, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
thewestwoodvillage, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 , 0
gentlegiantnntheyll, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.0, 2 , 0
thewetseasonthatcould, 25, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 2 , 0
gentlemandutycall, 19, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 , 0
gentlemancanwepleasegetontheroad, 39, 1, 0, 0, 1, 0, 1, 0, 1, 2.5, 2 , 0
gentlemancode101, 18, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
thewetsuitsareback, 21, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
gentlemanofthefirstorder, 28, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 , 0
gentlemanroadnhttpstcomymameg7i4, 34, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 , 0
gentlemansestabliahment, 26, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 0 , 0
thewetterthebetter4, 23, 1, 0, 0, 0, 1, 0, 0, 0, 1.92192809489, 2 , 0
thewhalelovesinterns, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 , 0
thewhatandthewhy, 20, 1, 0, 0, 0, 0, 0, 1, 1, 1.92192809489, 2 , 0
thewhatifmachine, 19, 1, 0, 0, 1, 0, 0, 0, 1, 2.0, 2 , 0
gentlemenofthegame, 21, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 , 0
gentlemenonlyladiesforbidden, 31, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
gentlemensclubadvertisingacrossfrompreachers, 49, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 0 , 0
thewheelerdealertreatment, 28, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
thewheelsofchanges, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 0
thewheelsonthebusgoround, 30, 1, 0, 0, 1, 0, 1, 1, 0, 2.23592635063, 2 , 0
gentlewiththeballs, 21, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 , 0
gentlypatshead, 16, 1, 0, 0, 1, 1, 0, 1, 0, 1.58496250072, 2 , 0
gentlypatshereditionofviolenceandthesacred, 50, 1, 0, 0, 1, 1, 1, 1, 0, 2.94770277922, 2 , 0
thewhipbroughtbackmemories, 30, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
thewhipchoseme, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
gentrificationmspf, 20, 1, 0, 0, 1, 1, 1, 0, 0, -0.0, 2 , 0
thewhipyou, 12, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 2 , 0
gentrificationdevtnfxbg, 27, 1, 0, 0, 1, 0, 0, 0, 0, 0.721928094887, 2 , 0
thewhiskerscomefromwithin, 29, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
gentrificationisasymptom, 27, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 , 0
gentrificationoftheoutersunset, 34, 1, 0, 0, 1, 1, 0, 0, 0, 1.37095059445, 2 , 0
gentrificationsplainer, 24, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 , 0
thewhiskyagogo, 17, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 , 0
thewhiskyisstillflowing, 27, 1, 0, 0, 1, 0, 1, 1, 0, 2.32192809489, 2 , 0
gentrifythat, 15, 1, 0, 0, 1, 0, 0, 0, 1, 0.811278124459, 1 , 0
gentrywasaclipperfirst, 26, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 0
thewhispersthank, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
gentstomeetwittytooxx, 26, 1, 0, 0, 0, 1, 1, 1, 0, 2.25162916739, 2 , 0
genuflectinginyourgeneraldirection, 39, 1, 0, 0, 1, 1, 0, 0, 0, 2.25162916739, 2 , 0
genuflectsbeforejogrimond, 31, 1, 0, 0, 1, 1, 0, 0, 0, 1.37878349349, 1 , 0
thewhitebalotelli, 21, 1, 0, 0, 1, 1, 1, 0, 1, 1.37095059445, 2 , 0
genuineguydonlossthat, 25, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 , 0
genuinehonestconsistentfunnywholesomesensitive, 51, 1, 0, 0, 0, 1, 0, 0, 0, 1.45914791703, 2 , 0
thewhitehouseerred, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
thewhitekingfelix, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 0
thewhitelinesare, 19, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
genuinelylikeyou, 18, 1, 0, 0, 0, 0, 0, 1, 1, 1.58496250072, 2 , 0
genuinelysoundsbad, 20, 1, 0, 0, 0, 1, 1, 1, 0, 1.58496250072, 2 , 0
genuinelywantstoknow, 23, 1, 0, 0, 0, 0, 1, 1, 0, 2.0, 2 , 0
thewhitemanwouldscalphimtoo, 33, 1, 0, 0, 1, 1, 1, 1, 1, 2.80735492206, 2 , 0
thewhiterabbitarttrail, 26, 1, 0, 0, 1, 1, 0, 0, 0, 1.37095059445, 2 , 0
genuinepacetoburn, 20, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 , 0
thewhiteramires, 18, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 1 , 0
genuinetaichiismindandenergytraining, 42, 1, 0, 0, 1, 1, 1, 0, 0, 1.6644977792, 2 , 0
genuinetalentnme, 18, 1, 0, 0, 1, 1, 0, 0, 0, 0.918295834054, 2 , 0
genuinennits, 14, 1, 0, 0, 0, 1, 0, 0, 0, 1.58496250072, 2 , 0
genuinlyfreakingout, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
genuninelyinterested, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
genuuswithaheadeche, 24, 1, 0, 0, 0, 1, 1, 0, 1, 2.25162916739, 2 , 0
genxusthrowback, 17, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 1 , 0
thewhitewhiteplatoon, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
thewhiteyayatoure, 22, 1, 0, 0, 0, 1, 0, 0, 0, 2.25162916739, 2 , 0
thewhitneyiknew, 18, 1, 0, 0, 1, 0, 1, 0, 1, 1.5, 1 , 0
thewhogoat, 12, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 2 , 0
geocacherofthemonth, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
thewhotape, 12, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 2 , 0
geocachesnplease, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
thewholebloodboughtchurchofchristprayerfully, 51, 1, 0, 0, 1, 1, 1, 1, 0, 2.40563906223, 1 , 0
thewholebloodyaffair, 23, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
geocachingnnthis, 18, 1, 0, 0, 0, 0, 1, 0, 1, 1.58496250072, 2 , 0
thewholedamshow, 18, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
thewholehomedepot, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
thewholeninebards, 20, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 , 0
geoengineeringchemtrailshaarpgmohxa, 41, 1, 0, 0, 1, 1, 1, 0, 0, 2.12808527889, 1 , 0
geoengineeringlt, 18, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
geoengineeringcouldb, 23, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
geoengineeringthat, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
geoengineeringdeliberate, 26, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
thewholeof1989atthegrammyspls, 32, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 0 , 0
thewholeof1989atthegrammyspls, 32, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 0 , 0
geoffhatestimesquare, 23, 1, 0, 0, 1, 0, 1, 0, 0, 0.811278124459, 1 , 0
geoffismynumberone, 22, 1, 0, 1, 1, 0, 1, 0, 0, 1.92192809489, 1 , 0
thewholeofthemoon, 21, 1, 0, 0, 1, 1, 0, 0, 0, 1.52192809489, 2 , 0
geoffwrightisnotgod, 23, 1, 0, 0, 1, 0, 1, 1, 0, 1.92192809489, 1 , 0
geogdefnotmything, 21, 1, 0, 0, 1, 0, 0, 1, 0, 1.37095059445, 1 , 0
thewholeshitlit, 18, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 2 , 0
geogiaforaupres, 20, 1, 0, 0, 1, 0, 0, 0, 0, 2.25162916739, 1 , 0
geogisthepriority, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
thewholestationdoesit, 25, 1, 0, 0, 1, 1, 1, 0, 1, 2.32192809489, 2 , 0
thewholeteamdrinking, 23, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 2 , 0
geographynadamlcarey, 23, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 0 , 0
geographybymatthew, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
geographyfordummys, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
thewholeworldiswaiting, 26, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
thewholeworldiswatching, 27, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
geographyisnotyourstrongpoint, 34, 1, 0, 0, 1, 1, 1, 1, 0, 2.25162916739, 2 , 0
thewholeworldneedsbeamiller, 33, 1, 0, 0, 1, 1, 1, 0, 0, 2.23592635063, 1 , 0
geographylessonplease, 23, 1, 0, 0, 1, 0, 1, 0, 0, -0.0, 2 , 0
geographylessonrequired, 25, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 , 0
thewholeworldswatchingyouactlikeamoron, 47, 1, 0, 0, 1, 1, 1, 0, 1, 2.64643934467, 2 , 0
thewholeworlldiswatching, 29, 1, 0, 0, 0, 1, 1, 0, 0, 2.25162916739, 2 , 0
geographynotgeometry, 22, 1, 0, 0, 1, 0, 0, 1, 0, 1.58496250072, 2 , 0
geographyonfleek, 19, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 2 , 0
thewhoooooletime, 19, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
thewhoor, 10, 1, 0, 0, 0, 0, 0, 0, 1, 1.58496250072, 2 , 0
geographyrulesall, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 2 , 0
thewhootyteam4life, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 0
geographyteacherrealness, 26, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 , 0
geographytestmemories, 23, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
thewhoviancrossword, 22, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 , 0
thewifiatthebarsucked, 26, 1, 0, 0, 1, 0, 1, 0, 0, 1.91829583405, 2 , 0
geoismnsocialism, 19, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
thewickhasbeenlit, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
thewickedthedivine, 21, 1, 0, 0, 0, 1, 0, 0, 0, 1.5, 2 , 0
thewickedalwayswork, 22, 1, 0, 0, 1, 1, 0, 1, 0, 2.0, 2 , 0
geologynremove, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 , 0
thewickedpolice, 17, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 , 0
geologyacrosstheglobe, 24, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 , 0
geologyforthewin, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
geologygeographywhatever, 26, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 2 , 0
thewickedwitchofthewest, 28, 1, 0, 0, 1, 1, 0, 0, 0, 1.91829583405, 2 , 0
thewickedandthedivine, 25, 1, 0, 0, 0, 1, 0, 0, 0, 1.92192809489, 2 , 0
geomdensityallthethings, 27, 1, 0, 0, 1, 0, 0, 0, 0, 2.32192809489, 1 , 0
geometroprobz, 16, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 0 , 0
thewicklineconspiracy, 23, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 , 0
thewideawaketour, 19, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
thewideawaketourlivve, 25, 1, 0, 0, 1, 1, 1, 0, 0, 1.37095059445, 2 , 0
geonnasmackabitch, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 0 , 0
thewieldedboyseries, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 , 0
geordieboysalivating, 22, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 1 , 0
geordieboysstinkofpiss, 26, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
thewifelovesthem, 19, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 , 0
geordiefamilyincludinghalfkiwis, 35, 1, 0, 0, 1, 1, 1, 0, 0, 1.37095059445, 1 , 0
thewifeontwitter, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
geordiefortheday, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
geordiegirlsdrinkmore, 24, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 1 , 0
geordieinthecity, 19, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
geordierugbygirlsontour, 27, 1, 0, 0, 1, 0, 0, 0, 0, 1.92192809489, 1 , 0
geordieshore4example, 23, 1, 0, 1, 1, 0, 0, 0, 0, 1.5, 1 , 0
geordieshorerepeats, 21, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 1 , 0
geordieshoreseries10, 23, 1, 0, 1, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
geordieshoresquadgrant, 25, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
geordieshorewayay, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
thewildonesngets, 20, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 , 0
georgeplscometotherescue, 29, 1, 0, 0, 1, 0, 1, 0, 0, 2.25162916739, 1 , 0
georgeandbasharsittinginatree, 35, 1, 0, 0, 1, 0, 1, 0, 0, 2.12808527889, 1 , 0
georgeandgermar4ever, 22, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 , 0
georgeandlennyhaveagangbang, 32, 1, 0, 0, 1, 0, 1, 0, 0, 1.79248125036, 1 , 0
georgeatethechicken, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
georgebalmfordcrown, 22, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 0 , 0
thewillandtthecourage, 25, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 , 0
georgebestrascals, 19, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 1 , 0
georgebestisawinger, 23, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 0
georgebestofcycling, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 , 0
georgebestteatowel, 21, 1, 0, 0, 1, 1, 0, 0, 0, 0.811278124459, 1 , 0
thewillpowerinstinct, 22, 1, 0, 0, 1, 0, 0, 0, 0, 1.58496250072, 2 , 0
thewillandhollytournfriends, 32, 1, 0, 0, 1, 0, 0, 0, 0, 2.58496250072, 1 , 0
georgebushevadedthedraft, 28, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
georgecowenstipoftheday, 28, 1, 0, 0, 1, 0, 0, 0, 0, 1.79248125036, 0 , 0
georgeeatsbiscuits, 20, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 1 , 0
thewilliampeacepacers, 24, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 , 0
georgefordeeeetime, 21, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
georgefrederickhandel, 23, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 1 , 0
georgegallowayabsenteemp, 27, 1, 0, 0, 1, 1, 0, 0, 0, -0.0, 1 , 0
georgegallowaysplaining, 25, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 0 , 0
georgeganiongown, 19, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 , 0
georgegetsit, 14, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 1 , 0
georgegivessoundmedicaladvice, 33, 1, 0, 0, 1, 1, 1, 0, 0, 1.52192809489, 1 , 0
georgegoesclubbing, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 1 , 0
georgeisdeadnlet, 20, 1, 0, 0, 1, 1, 1, 0, 0, 1.52192809489, 1 , 0
georgeismyhusband, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 1 , 0
georgeistheroastmaster, 26, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
georgejankoislife, 20, 1, 0, 0, 1, 0, 1, 0, 0, 0.811278124459, 1 , 0
thewilternthere, 17, 1, 0, 0, 1, 0, 0, 1, 0, 1.58496250072, 2 , 0
georgelopezbeatyouupmasputobeaner, 40, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 0 , 0
georgelucastakenhostagebydrunkmonkeys, 43, 1, 0, 0, 1, 1, 1, 0, 0, 2.12808527889, 1 , 0
georgemichaelcottaging, 24, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 1 , 0
georgeofthejungle, 20, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 1 , 0
georgeosbourneisacunt, 25, 1, 0, 0, 1, 0, 1, 0, 0, 1.37095059445, 1 , 0
georgepleasebringmrscarybacktothevalleyofthesun, 58, 1, 0, 0, 1, 1, 1, 1, 0, 2.45082579452, 1 , 0
thewindblewmyweavetomyface, 33, 1, 0, 0, 1, 0, 1, 0, 0, 2.15563906223, 2 , 0
georgerrmartinnbingereadnantideutsche, 44, 1, 0, 0, 1, 0, 1, 0, 0, 1.2987949407, 1 , 0
georgesayersbeenridindirty, 30, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 , 0
